Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Churn
12346.0,38,10,230.55,1,💛 Loyal,0
12358.0,122,1,1429.83,0,🏆 Champions,1
12359.0,17,4,1522.23,1,💛 Loyal,0
12360.0,16,2,158.0,1,💛 Loyal,0
12361.0,73,1,109.19999999999999,0,🏆 Champions,0
12362.0,129,1,130.0,0,🏆 Champions,1
12366.0,24,1,500.24,1,💛 Loyal,0
12368.0,18,1,917.6999999999999,1,💛 Loyal,0
12369.0,32,1,348.32,1,💛 Loyal,0
12370.0,15,3,774.62,1,💛 Loyal,0
12371.0,35,2,607.6800000000001,1,💛 Loyal,0
12373.0,15,2,763.0500000000001,1,💛 Loyal,0
12380.0,37,3,3217.3,1,💛 Loyal,0
12389.0,46,1,164.85,1,💛 Loyal,0
12391.0,46,2,750.49,1,💛 Loyal,0
12396.0,65,1,931.43,0,🏆 Champions,0
12399.0,35,1,205.98,1,💛 Loyal,0
12402.0,61,1,191.7,0,🏆 Champions,0
12404.0,72,1,63.24,0,🏆 Champions,0
12406.0,88,1,881.2,0,🏆 Champions,0
12416.0,47,1,202.56,1,💛 Loyal,0
12417.0,8,5,1465.95,1,💛 Loyal,0
12418.0,21,1,343.94,1,💛 Loyal,0
12422.0,1,3,1133.45,1,💛 Loyal,0
12426.0,53,1,762.48,1,💛 Loyal,0
12431.0,36,3,1514.8600000000001,1,💛 Loyal,0
12435.0,28,2,1736.88,1,💛 Loyal,0
12437.0,15,6,3799.32,1,💛 Loyal,0
12439.0,73,2,1158.18,0,🏆 Champions,0
12440.0,108,1,568.51,0,🏆 Champions,1
12443.0,122,1,485.31,0,🏆 Champions,1
12455.0,17,2,2414.34,1,💛 Loyal,0
12466.0,72,1,56.73,0,🏆 Champions,0
12468.0,73,1,441.23,0,🏆 Champions,0
12470.0,80,1,211.95,0,🏆 Champions,0
12471.0,14,19,6496.56,3,❌ Lost,0
12472.0,8,6,3756.92,1,💛 Loyal,0
12474.0,57,1,158.7,1,💛 Loyal,0
12477.0,14,1,2021.23,1,💛 Loyal,0
12482.0,1,10,11915.76,1,💛 Loyal,0
12483.0,24,4,865.9,1,💛 Loyal,0
12484.0,40,3,706.8,1,💛 Loyal,0
12487.0,121,1,285.29999999999995,0,🏆 Champions,1
12490.0,31,6,2112.0099999999998,1,💛 Loyal,0
12495.0,31,1,357.4,1,💛 Loyal,0
12496.0,11,2,54.09,1,💛 Loyal,0
12497.0,35,1,1211.76,1,💛 Loyal,0
12500.0,24,5,869.49,1,💛 Loyal,0
12510.0,14,6,3414.23,1,💛 Loyal,0
12514.0,32,1,580.08,1,💛 Loyal,0
12523.0,28,4,866.84,1,💛 Loyal,0
12524.0,16,3,2282.58,1,💛 Loyal,0
12525.0,38,1,566.4300000000001,1,💛 Loyal,0
12530.0,33,1,357.0,1,💛 Loyal,0
12531.0,77,1,1807.98,0,🏆 Champions,0
12533.0,18,2,1367.89,1,💛 Loyal,0
12539.0,107,2,5149.06,0,🏆 Champions,1
12540.0,15,6,2496.62,1,💛 Loyal,0
12542.0,30,1,364.79,1,💛 Loyal,0
12549.0,72,4,1159.3700000000001,0,🏆 Champions,0
12555.0,72,1,129.23,0,🏆 Champions,0
12557.0,113,1,1952.64,0,🏆 Champions,1
12567.0,57,1,522.28,1,💛 Loyal,0
12568.0,35,1,70.0,1,💛 Loyal,0
12570.0,72,1,77.52,0,🏆 Champions,0
12577.0,126,1,210.55,0,🏆 Champions,1
12583.0,8,3,2123.49,1,💛 Loyal,0
12586.0,114,1,422.35,0,🏆 Champions,1
12589.0,80,1,715.5,0,🏆 Champions,0
12594.0,37,1,154.14,1,💛 Loyal,0
12598.0,36,2,649.71,1,💛 Loyal,0
12600.0,50,5,1133.07,1,💛 Loyal,0
12606.0,72,1,21.0,0,🏆 Champions,0
12609.0,8,2,720.55,1,💛 Loyal,0
12613.0,116,1,1350.81,0,🏆 Champions,1
12615.0,22,1,1155.48,1,💛 Loyal,0
12621.0,22,2,1322.52,1,💛 Loyal,0
12623.0,38,2,1923.82,1,💛 Loyal,0
12631.0,84,1,738.1800000000001,0,🏆 Champions,0
12636.0,129,1,141.0,0,🏆 Champions,1
12638.0,30,1,249.8,1,💛 Loyal,0
12639.0,18,1,253.57999999999998,1,💛 Loyal,0
12643.0,2,1,2213.2000000000003,1,💛 Loyal,0
12644.0,61,2,868.13,1,💛 Loyal,0
12645.0,37,2,846.74,1,💛 Loyal,0
12647.0,8,9,4469.26,1,💛 Loyal,0
12648.0,31,2,311.8,1,💛 Loyal,0
12649.0,84,2,385.5,0,🏆 Champions,0
12662.0,8,1,476.36,1,💛 Loyal,0
12663.0,15,2,239.4,1,💛 Loyal,0
12664.0,117,1,549.08,0,🏆 Champions,1
12665.0,60,1,168.8,0,🏆 Champions,0
12668.0,31,3,3867.58,1,💛 Loyal,0
12670.0,57,1,225.60000000000002,1,💛 Loyal,0
12677.0,57,1,190.7,1,💛 Loyal,0
12678.0,91,2,2310.3,0,🏆 Champions,1
12681.0,16,7,4231.35,1,💛 Loyal,0
12682.0,31,8,4294.37,1,💛 Loyal,0
12683.0,59,3,1557.66,1,💛 Loyal,0
12692.0,28,1,110.95,1,💛 Loyal,0
12695.0,56,1,493.66,1,💛 Loyal,0
12701.0,24,1,547.3199999999999,1,💛 Loyal,0
12703.0,24,3,722.98,1,💛 Loyal,0
12708.0,8,4,1030.43,1,💛 Loyal,0
12709.0,1,8,6785.26,1,💛 Loyal,0
12711.0,2,2,1339.05,1,💛 Loyal,0
12712.0,63,2,562.38,0,🏆 Champions,0
12714.0,25,3,3835.19,1,💛 Loyal,0
12726.0,14,1,381.36,1,💛 Loyal,0
12727.0,45,1,759.32,1,💛 Loyal,0
12731.0,38,1,1626.4,1,💛 Loyal,0
12733.0,80,1,1130.22,0,🏆 Champions,0
12742.0,16,1,1201.52,1,💛 Loyal,0
12745.0,72,1,201.56,0,🏆 Champions,0
12747.0,31,6,1502.89,1,💛 Loyal,0
12748.0,3,33,5483.6,3,❌ Lost,0
12755.0,25,3,147.41,1,💛 Loyal,0
12758.0,16,2,4340.05,1,💛 Loyal,0
12759.0,126,1,508.26,0,🏆 Champions,1
12765.0,1,2,394.5,1,💛 Loyal,0
12776.0,58,1,55.5,1,💛 Loyal,0
12779.0,39,2,690.68,1,💛 Loyal,0
12785.0,122,1,366.9,0,🏆 Champions,1
12789.0,84,1,89.25,0,🏆 Champions,0
12791.0,14,3,425.03999999999996,1,💛 Loyal,0
12796.0,18,1,381.0,1,💛 Loyal,0
12800.0,67,2,403.33000000000004,0,🏆 Champions,0
12805.0,65,1,266.5,0,🏆 Champions,0
12809.0,38,1,633.6800000000001,1,💛 Loyal,0
12810.0,67,1,159.66,0,🏆 Champions,0
12813.0,83,1,244.2,0,🏆 Champions,0
12820.0,45,3,854.85,1,💛 Loyal,0
12821.0,2,1,128.07999999999998,1,💛 Loyal,0
12823.0,17,3,924.5,1,💛 Loyal,0
12825.0,32,1,214.82999999999998,1,💛 Loyal,0
12826.0,112,1,458.20000000000005,0,🏆 Champions,1
12835.0,1,19,3625.05,3,❌ Lost,0
12836.0,10,4,1436.71,1,💛 Loyal,0
12839.0,35,5,1397.6,1,💛 Loyal,0
12840.0,65,1,150.0,0,🏆 Champions,0
12842.0,128,1,397.20000000000005,0,🏆 Champions,1
12843.0,17,4,810.6,1,💛 Loyal,0
12846.0,72,1,15.58,0,🏆 Champions,0
12848.0,66,1,208.0,0,🏆 Champions,0
12853.0,63,1,413.0,0,🏆 Champions,0
12854.0,42,3,1240.84,1,💛 Loyal,0
12857.0,73,1,204.60000000000002,0,🏆 Champions,0
12860.0,83,1,55.47,0,🏆 Champions,0
12861.0,10,1,68.25,1,💛 Loyal,0
12867.0,54,2,995.57,1,💛 Loyal,0
12869.0,72,1,337.66999999999996,0,🏆 Champions,0
12870.0,15,1,209.3,1,💛 Loyal,0
12872.0,33,4,1262.8700000000001,1,💛 Loyal,0
12873.0,72,1,492.4,0,🏆 Champions,0
12875.0,88,1,305.28,0,🏆 Champions,0
12877.0,81,1,299.49,0,🏆 Champions,0
12891.0,17,2,84.0,1,💛 Loyal,0
12898.0,50,1,158.32,1,💛 Loyal,0
12905.0,73,1,593.66,0,🏆 Champions,0
12908.0,20,1,318.0,1,💛 Loyal,0
12909.0,44,1,284.11,1,💛 Loyal,0
12910.0,12,1,1017.96,1,💛 Loyal,0
12913.0,9,4,1521.6000000000001,1,💛 Loyal,0
12916.0,75,1,379.33,0,🏆 Champions,0
12917.0,121,1,1552.9,0,🏆 Champions,1
12918.0,16,1,10953.5,1,💛 Loyal,0
12920.0,115,2,138.9,0,🏆 Champions,1
12921.0,10,10,5893.75,1,💛 Loyal,0
12924.0,29,4,419.24,1,💛 Loyal,0
12926.0,37,2,612.4,1,💛 Loyal,0
12931.0,2,14,5389.59,1,💛 Loyal,0
12932.0,32,2,536.02,1,💛 Loyal,0
12933.0,119,1,155.79,0,🏆 Champions,1
12934.0,127,1,181.65,0,🏆 Champions,1
12937.0,113,2,314.57,0,🏆 Champions,1
12939.0,44,2,787.5,1,💛 Loyal,0
12941.0,115,1,377.49,0,🏆 Champions,1
12945.0,47,1,437.16,1,💛 Loyal,0
12948.0,121,2,252.48000000000002,0,🏆 Champions,1
12949.0,10,5,4342.31,1,💛 Loyal,0
12951.0,21,3,513.45,1,💛 Loyal,0
12954.0,29,1,162.45,1,💛 Loyal,0
12956.0,75,3,413.82,0,🏆 Champions,0
12957.0,29,2,2716.96,1,💛 Loyal,0
12960.0,52,1,413.67,1,💛 Loyal,0
12970.0,126,1,260.64,0,🏆 Champions,1
12971.0,1,5,1440.55,1,💛 Loyal,0
12972.0,38,2,633.61,1,💛 Loyal,0
12975.0,124,1,441.63,0,🏆 Champions,1
12976.0,29,2,684.22,1,💛 Loyal,0
12978.0,36,4,1946.46,1,💛 Loyal,0
12979.0,119,1,517.7,0,🏆 Champions,1
12980.0,9,4,3094.08,1,💛 Loyal,0
12986.0,32,2,760.72,1,💛 Loyal,0
12987.0,79,1,282.33,0,🏆 Champions,0
12989.0,1,9,2603.14,1,💛 Loyal,0
12990.0,10,1,117.0,1,💛 Loyal,0
12992.0,115,1,93.35000000000001,0,🏆 Champions,1
12993.0,21,2,436.45,1,💛 Loyal,0
12997.0,3,1,2.95,1,💛 Loyal,0
12998.0,44,1,300.2,1,💛 Loyal,0
13000.0,115,1,497.65000000000003,0,🏆 Champions,1
13001.0,15,5,3709.41,1,💛 Loyal,0
13004.0,15,7,2333.54,1,💛 Loyal,0
13008.0,113,1,189.31,0,🏆 Champions,1
13009.0,63,1,234.0,0,🏆 Champions,0
13010.0,39,1,177.12,1,💛 Loyal,0
13013.0,31,2,968.51,1,💛 Loyal,0
13018.0,39,2,818.7,1,💛 Loyal,0
13019.0,2,3,611.53,1,💛 Loyal,0
13020.0,50,1,448.01,1,💛 Loyal,0
13021.0,21,2,653.26,1,💛 Loyal,0
13025.0,122,1,323.39,0,🏆 Champions,1
13026.0,32,2,586.0,1,💛 Loyal,0
13027.0,3,6,3408.0,1,💛 Loyal,0
13036.0,75,1,307.1,0,🏆 Champions,0
13037.0,35,4,1349.55,1,💛 Loyal,0
13039.0,8,2,463.15000000000003,1,💛 Loyal,0
13042.0,65,2,1022.2,0,🏆 Champions,0
13044.0,1,5,2031.97,1,💛 Loyal,0
13047.0,7,4,1483.16,1,💛 Loyal,0
13048.0,72,1,394.6,0,🏆 Champions,0
13050.0,2,5,1644.16,1,💛 Loyal,0
13051.0,10,1,75.0,1,💛 Loyal,0
13052.0,45,1,560.97,1,💛 Loyal,0
13053.0,12,1,127.65,1,💛 Loyal,0
13057.0,22,1,353.49,1,💛 Loyal,0
13059.0,9,2,626.09,1,💛 Loyal,0
13070.0,123,1,154.2,0,🏆 Champions,1
13071.0,3,1,129.22,1,💛 Loyal,0
13074.0,7,3,1062.24,1,💛 Loyal,0
13077.0,112,2,639.84,0,🏆 Champions,1
13078.0,16,10,5467.67,1,💛 Loyal,0
13081.0,30,4,10149.76,1,💛 Loyal,0
13082.0,14,3,677.7,1,💛 Loyal,0
13085.0,70,6,2017.2,0,🏆 Champions,0
13087.0,117,1,313.64,0,🏆 Champions,1
13089.0,3,26,14192.960000000001,3,❌ Lost,0
13091.0,120,2,1976.0,0,🏆 Champions,1
13092.0,19,2,534.3000000000001,1,💛 Loyal,0
13093.0,2,13,9476.63,1,💛 Loyal,0
13097.0,10,8,3141.48,1,💛 Loyal,0
13101.0,71,1,168.54999999999998,0,🏆 Champions,0
13104.0,44,1,96.66,1,💛 Loyal,0
13107.0,1,2,1302.33,1,💛 Loyal,0
13110.0,44,3,705.8000000000001,1,💛 Loyal,0
13111.0,109,1,321.88000000000005,0,🏆 Champions,1
13113.0,11,1,523.53,1,💛 Loyal,0
13114.0,121,1,234.38,0,🏆 Champions,1
13117.0,14,1,128.22,1,💛 Loyal,0
13119.0,59,1,134.9,0,🏆 Champions,0
13126.0,38,1,464.85,1,💛 Loyal,0
13128.0,22,1,263.5,1,💛 Loyal,0
13131.0,59,1,651.41,0,🏆 Champions,0
13136.0,121,1,549.09,0,🏆 Champions,1
13141.0,17,4,1953.84,1,💛 Loyal,0
13148.0,18,5,1950.68,1,💛 Loyal,0
13150.0,21,1,176.51999999999998,1,💛 Loyal,0
13151.0,16,2,1322.8700000000001,1,💛 Loyal,0
13152.0,46,2,810.82,1,💛 Loyal,0
13154.0,126,1,337.1,0,🏆 Champions,1
13156.0,58,2,1239.6,1,💛 Loyal,0
13157.0,32,1,193.2,1,💛 Loyal,0
13162.0,9,7,5515.1,1,💛 Loyal,0
13164.0,58,1,275.8,1,💛 Loyal,0
13173.0,38,5,1047.7,1,💛 Loyal,0
13174.0,2,5,3203.33,1,💛 Loyal,0
13175.0,126,1,319.15,0,🏆 Champions,1
13178.0,31,4,2770.42,1,💛 Loyal,0
13179.0,9,1,572.3100000000001,1,💛 Loyal,0
13183.0,26,1,493.44,1,💛 Loyal,0
13187.0,14,3,130.99,1,💛 Loyal,0
13190.0,68,2,362.05,0,🏆 Champions,0
13191.0,48,1,164.69,1,💛 Loyal,0
13192.0,77,1,724.92,0,🏆 Champions,0
13196.0,8,1,199.97,1,💛 Loyal,0
13199.0,16,8,1639.72,1,💛 Loyal,0
13201.0,33,1,316.75,1,💛 Loyal,0
13202.0,3,3,778.08,1,💛 Loyal,0
13203.0,21,2,460.22,1,💛 Loyal,0
13204.0,122,1,966.6600000000001,0,🏆 Champions,1
13206.0,18,9,5702.72,1,💛 Loyal,0
13207.0,2,1,214.20000000000002,1,💛 Loyal,0
13208.0,127,1,61.12,0,🏆 Champions,1
13209.0,9,3,1564.98,1,💛 Loyal,0
13211.0,26,3,533.1,1,💛 Loyal,0
13214.0,19,2,1791.98,1,💛 Loyal,0
13217.0,46,1,132.5,1,💛 Loyal,0
13219.0,9,1,76.23,1,💛 Loyal,0
13223.0,56,1,216.60000000000002,1,💛 Loyal,0
13225.0,12,4,4071.63,1,💛 Loyal,0
13230.0,21,1,283.0,1,💛 Loyal,0
13233.0,85,1,290.63,0,🏆 Champions,0
13234.0,63,2,356.95,0,🏆 Champions,0
13240.0,43,2,155.29999999999998,1,💛 Loyal,0
13242.0,59,1,117.0,0,🏆 Champions,0
13243.0,22,1,292.66,1,💛 Loyal,0
13249.0,36,2,176.0,1,💛 Loyal,0
13252.0,16,1,346.9,1,💛 Loyal,0
13253.0,94,1,974.39,0,🏆 Champions,1
13259.0,67,3,475.58,0,🏆 Champions,0
13266.0,36,2,596.88,1,💛 Loyal,0
13267.0,21,5,1795.07,1,💛 Loyal,0
13269.0,43,5,938.22,1,💛 Loyal,0
13275.0,23,1,180.16,1,💛 Loyal,0
13276.0,33,1,396.83,1,💛 Loyal,0
13278.0,1,1,297.69,1,💛 Loyal,0
13280.0,35,1,478.5,1,💛 Loyal,0
13283.0,31,1,127.80000000000001,1,💛 Loyal,0
13285.0,15,1,340.3,1,💛 Loyal,0
13287.0,45,2,486.90999999999997,1,💛 Loyal,0
13288.0,43,2,548.64,1,💛 Loyal,0
13289.0,114,1,307.95,0,🏆 Champions,1
13291.0,8,2,390.23,1,💛 Loyal,0
13293.0,17,2,662.87,1,💛 Loyal,0
13294.0,37,1,815.79,1,💛 Loyal,0
13304.0,60,1,307.85,0,🏆 Champions,0
13305.0,30,1,415.78000000000003,1,💛 Loyal,0
13313.0,18,4,1006.97,1,💛 Loyal,0
13315.0,79,1,310.26,0,🏆 Champions,0
13316.0,30,1,2017.3600000000001,1,💛 Loyal,0
13317.0,51,2,944.87,1,💛 Loyal,0
13319.0,11,12,4049.67,1,💛 Loyal,0
13327.0,8,5,2577.15,1,💛 Loyal,0
13329.0,125,1,334.65,0,🏆 Champions,1
13330.0,45,1,638.57,1,💛 Loyal,0
13333.0,49,1,162.18,1,💛 Loyal,0
13334.0,43,1,1191.6200000000001,1,💛 Loyal,0
13338.0,94,1,757.1,0,🏆 Champions,1
13340.0,11,3,6986.0599999999995,1,💛 Loyal,0
13357.0,18,2,1573.07,1,💛 Loyal,0
13360.0,84,2,715.15,0,🏆 Champions,0
13361.0,8,1,817.25,1,💛 Loyal,0
13371.0,22,1,1189.01,1,💛 Loyal,0
13373.0,11,2,2154.85,1,💛 Loyal,0
13377.0,36,1,815.32,1,💛 Loyal,0
13381.0,52,2,980.39,1,💛 Loyal,0
13382.0,9,3,655.65,1,💛 Loyal,0
13392.0,68,1,91.14,0,🏆 Champions,0
13393.0,46,3,888.37,1,💛 Loyal,0
13394.0,50,4,1619.41,1,💛 Loyal,0
13397.0,8,3,1020.94,1,💛 Loyal,0
13403.0,114,1,78.6,0,🏆 Champions,1
13405.0,115,1,146.45999999999998,0,🏆 Champions,1
13406.0,22,1,140.16,1,💛 Loyal,0
13407.0,52,1,1384.02,1,💛 Loyal,0
13408.0,8,17,9667.622,3,❌ Lost,0
13410.0,89,2,682.9200000000001,0,🏆 Champions,0
13412.0,10,1,487.34999999999997,1,💛 Loyal,0
13413.0,30,6,429.44,1,💛 Loyal,0
13415.0,21,3,749.67,1,💛 Loyal,0
13416.0,127,1,228.3,0,🏆 Champions,1
13417.0,9,2,714.4,1,💛 Loyal,0
13418.0,29,2,1409.24,1,💛 Loyal,0
13421.0,54,3,819.49,1,💛 Loyal,0
13426.0,30,3,1395.23,1,💛 Loyal,0
13427.0,113,1,96.0,0,🏆 Champions,1
13431.0,50,1,293.45,1,💛 Loyal,0
13432.0,3,1,130.3,1,💛 Loyal,0
13433.0,87,1,95.19999999999999,0,🏆 Champions,0
13434.0,46,1,339.18,1,💛 Loyal,0
13442.0,58,3,419.87,1,💛 Loyal,0
13443.0,68,1,229.76999999999998,0,🏆 Champions,0
13445.0,16,1,241.89999999999998,1,💛 Loyal,0
13446.0,9,3,1168.8700000000001,1,💛 Loyal,0
13448.0,71,3,1649.4,0,🏆 Champions,0
13451.0,18,1,872.9399999999999,1,💛 Loyal,0
13454.0,32,1,219.87,1,💛 Loyal,0
13455.0,108,2,431.65,0,🏆 Champions,1
13457.0,79,2,148.22,0,🏆 Champions,0
13459.0,15,2,1160.4099999999999,1,💛 Loyal,0
13462.0,28,3,526.46,1,💛 Loyal,0
13464.0,8,1,299.34000000000003,1,💛 Loyal,0
13466.0,19,1,262.31,1,💛 Loyal,0
13468.0,16,11,2588.26,1,💛 Loyal,0
13469.0,44,1,82.4,1,💛 Loyal,0
13473.0,32,3,1472.44,1,💛 Loyal,0
13476.0,35,1,240.8,1,💛 Loyal,0
13477.0,74,1,422.70000000000005,0,🏆 Champions,0
13478.0,23,3,1650.51,1,💛 Loyal,0
13480.0,70,1,493.94,0,🏆 Champions,0
13481.0,25,2,739.1800000000001,1,💛 Loyal,0
13482.0,18,1,151.45,1,💛 Loyal,0
13484.0,30,1,165.78,1,💛 Loyal,0
13485.0,122,2,204.70000000000002,0,🏆 Champions,1
13487.0,125,1,103.95,0,🏆 Champions,1
13488.0,74,1,350.73,0,🏆 Champions,0
13490.0,45,1,154.25,1,💛 Loyal,0
13491.0,2,7,1935.96,1,💛 Loyal,0
13495.0,17,3,1210.51,1,💛 Loyal,0
13497.0,16,3,582.23,1,💛 Loyal,0
13498.0,120,1,327.38,0,🏆 Champions,1
13503.0,52,2,931.02,1,💛 Loyal,0
13508.0,33,1,176.07999999999998,1,💛 Loyal,0
13510.0,67,2,655.58,0,🏆 Champions,0
13511.0,67,1,282.76,0,🏆 Champions,0
13513.0,45,1,299.64,1,💛 Loyal,0
13514.0,73,1,346.3,0,🏆 Champions,0
13515.0,35,1,188.1,1,💛 Loyal,0
13520.0,57,2,1067.08,1,💛 Loyal,0
13526.0,129,2,1182.0,0,🏆 Champions,1
13527.0,75,2,784.59,0,🏆 Champions,0
13530.0,25,1,402.97999999999996,1,💛 Loyal,0
13531.0,126,1,311.7,0,🏆 Champions,1
13538.0,46,2,803.54,1,💛 Loyal,0
13540.0,46,2,369.25,1,💛 Loyal,0
13542.0,21,6,1349.59,1,💛 Loyal,0
13543.0,25,2,1439.6100000000001,1,💛 Loyal,0
13544.0,35,1,194.32,1,💛 Loyal,0
13551.0,57,1,152.39999999999998,1,💛 Loyal,0
13552.0,49,2,732.96,1,💛 Loyal,0
13553.0,65,1,517.8,0,🏆 Champions,0
13555.0,19,3,1194.35,1,💛 Loyal,0
13557.0,15,6,1525.38,1,💛 Loyal,0
13561.0,33,3,361.55,1,💛 Loyal,0
13562.0,64,3,1600.0,0,🏆 Champions,0
13564.0,15,9,3451.42,1,💛 Loyal,0
13566.0,30,1,291.12,1,💛 Loyal,0
13571.0,15,4,649.4,1,💛 Loyal,0
13573.0,27,1,81.85,1,💛 Loyal,0
13576.0,8,4,1624.43,1,💛 Loyal,0
13577.0,113,3,399.4,0,🏆 Champions,1
13579.0,50,1,383.55,1,💛 Loyal,0
13582.0,8,1,77.5,1,💛 Loyal,0
13583.0,70,1,664.001,0,🏆 Champions,0
13584.0,66,1,1.3,0,🏆 Champions,0
13585.0,129,1,12.75,0,🏆 Champions,1
13587.0,54,1,568.3,1,💛 Loyal,0
13589.0,124,1,269.15,0,🏆 Champions,1
13590.0,44,3,1229.78,1,💛 Loyal,0
13591.0,115,1,53.2,0,🏆 Champions,1
13593.0,2,4,1288.33,1,💛 Loyal,0
13595.0,37,1,547.69,1,💛 Loyal,0
13598.0,42,2,268.37,1,💛 Loyal,0
13599.0,29,4,2472.7200000000003,1,💛 Loyal,0
13600.0,24,1,298.9,1,💛 Loyal,0
13604.0,49,1,717.62,1,💛 Loyal,0
13610.0,36,3,589.58,1,💛 Loyal,0
13611.0,1,3,781.87,1,💛 Loyal,0
